Permit #,Permit Type Description,Permit Subtype Description,Date Entered,Construction Cost,Address,City,State,Subdivision Lot,Contact,Permit Type,Permit SubType,Purpose,Council District,Lon,Lat,ObjectId,Zip Code,x,y,Permit Description
T2022051942,Building Commercial - Rehab,Restaurant (Full Service),8/2/2022 5:00,1146167,211 COMMERCE ST 100,NASHVILLE,TN,LOT 1 1ST REV CAPITOL MALL REDEV PLAN P/O TRACT 76A,Robert Nutt,CACR,CAF19A203,"Rehab for restaurant tenant, including: new finishes, fixtures, equipment, HVAC and plumbing, electrical equipment and lighting, low voltage systems and wiring. Alterations to exterior facade include signage. Sign to be permitted by separate permit.  POC ROBERT NUTT",19,-86.77653476,36.16272544,1476,37201,-9659919.662,4323035.305,Building Commercial Rehab
T2022052376,Building Commercial - Rehab,"Personal Care Svcs,  Fitness Studio",8/3/2022 5:00,10000,1508 GALLATIN PIKE,MADISON,TN,S. SIDE WALTON LANE W. OF GALLATIN PIKE,Aldo Davila,CACR,CAF18B011,Limited demolition work as part of a larger rehab project. No use and occupancy this permit.,7,-86.72629324,36.23806634,1486,37115,-9654326.802,4333428.572,Building Commercial Rehab
T2022052445,Building Commercial - Rehab,"Retail, Department / Retail Stores",8/3/2022 5:00,0,1339 DICKERSON PIKE,GOODLETTSVILLE,TN,PT LOT 2 DALEMONT PROPERTY,Rick Ellis,CACR,CAF20M001,"Rehab 1,890 SF building for sales office and use a portion of the parcel for product (sheds) display and parking.",3,-86.74523389,36.28704377,1488,37072,-9656435.265,4340190.375,Building Commercial Rehab
T2022052489,Building Commercial - New,"Kennel / Stable, Kennel / Pound",8/4/2022 5:00,0,6649 NOLENSVILLE PIKE,BRENTWOOD,TN,S SIDE NOLENSVILLE PK W OF PETTUS ROAD,meredith douglas,CACN,CAF28B002,to construct new kennel on site.,4,-86.69558332,36.00077623,1493,37027,-9650908.189,4300728.181,Building Commercial New
T2022052846,Building Commercial - New,"Building Contractor Supply, Storage S-1",8/5/2022 5:00,1330249,160 SPENCE LN,NASHVILLE,TN,E/S SPENCE LANE N OF LEBANON PIKE,mike ireland,CACN,CAH01S001,"Construct a new 11,200 sq. ft. main level truck maintenance, office and storage facility, as well as, 3,070 sq. ft. storage mezzanine.     POC MIKE IRELAND    ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",15,-86.72039658,36.15736404,1503,37210,-9653670.389,4322296.081,Building Commercial New
T2022052861,Building Commercial - New,"Accessory Structure, Shed / Storage Bldg",8/5/2022 5:00,0,7336 COCKRILL BEND BLVD,NASHVILLE,TN,LOT 2 COCKRILL BEND INDUSTRIAL COMPLEX SEC 2,daryl clayton,CACN,CAA14U011,"to construct 2400SF accessory structure open air shed on site for access control systems.  POC KRISTY JACKSON      not to be over any easements.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",20,-86.89404072,36.17574162,1504,37209,-9673000.366,4324830.171,Building Commercial New
T2022053962,Building Commercial - New,Park,8/10/2022 5:00,0,2801 TUCKER RD,NASHVILLE,TN,W SIDE TUCKER RD N OF BUENA VISTA PK,melvin gill,CACN,CAL10Z000,demo of existing and construction of new 900SF restroom facility for hartman park.  melvin gill,2,-86.82420273,36.21032115,1519,37218,-9665226.036,4329599.963,Building Commercial New
T2022053965,Building Commercial - New,Park,8/10/2022 5:00,0,1010 CAMILLA CALDWELL LN,NASHVILLE,TN,S SIDE COUNTY HOSPITAL RD W OF HYDES FERRY PK,melvin gill,CACN,CAL10Z000,"Limited scope permit to do site work and construct new accessible sidewalk/paths to new pavilion and playground equipment to be constructed/installed under a separate permit in the future, for Bordeaux gardens park.  Melvin gill",1,-86.84882669,36.18156451,1520,37218,-9667967.163,4325633.214,Building Commercial New
T2022053971,Building Commercial - Addition,"Community Education, Lecture Halls",8/10/2022 5:00,873045,70 DONELSON ST,NASHVILLE,TN,LTS 1 2 3 10 THRU 14 BLK E PT 9 10 BLK D HERMTG ADDN & AC TR,melvin gill,CACA,CAC03A314,"to construct 5804Sf addition for playroom, storage, and bathroom facility at napier elementary school.  melvin gill     ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***  You have been invited by Sykes, Ronya (Codes) to join a Bluebeam Studio Session:     T2022053971 Napier  Session ID: 350-913-212  Session URL: https://epr.nashville.gov/hyperlink.html?link=epr.nashville.gov/sessions/350-913-212",17,-86.75561975,36.15008164,1521,37210,-9657591.414,4321292.074,Building Commercial Addition
T2022053985,Building Commercial - New,"Commercial Amusement (In), Other",8/10/2022 5:00,0,3130 MCGAVOCK PIKE,NASHVILLE,TN,W SIDE MCGAVOCK PK N OF WINDEMERE DR,melvin gill,CACN,CAL03A999,"to construct new 6500Sf event center for two rivers mansion.    ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",15,-86.67744867,36.1897621,1522,37214,-9648889.449,4326763.858,Building Commercial New
T2022054343,Building Commercial - Rehab,Restaurant (Take Out),8/11/2022 5:00,0,2823 DICKERSON PIKE,NASHVILLE,TN,LOT 4 RESUB LOTS 4&5 W.H. DODD SUB,robert holt,CACR,CAF31A203,"to use portion of existing building for holts kitchen restaurant. no construction, use only.",5,-86.76177236,36.21967003,1530,37207,-9658276.319,4330889.88,Building Commercial Rehab
T2022054594,Building Commercial - Rehab,"Multifamily, Tri-Plex, Quad, Apartments",8/11/2022 5:00,0,1195 WEDGEWOOD AVE,NASHVILLE,TN,PT LOT 1 EDGEHILL EST SEC 55,michael sizemore,CACR,CAA03R398,to conduct interior work to existing fire system for wedgewood tower. SEE CACR 2022024095.  mike sizemore,17,-86.78777156,36.13575617,1535,37203,-9661170.537,4319317.326,Building Commercial Rehab
T2022056770,Building Commercial - Rehab,"Liquor Sales, Merchantile",8/22/2022 5:00,0,505 GALLATIN PIKE,MADISON,TN,LOT 57 & S/E COR GALLATIN PK & HARRIS ST,bolis boktor,CACR,CAF23M001,to conduct renovations to existing space to be used as madison liquor depot. no change to footprint.,9,-86.71340112,36.25824295,1574,37115,-9652891.658,4336213.633,Building Commercial Rehab
T2022056801,Building Commercial - Rehab,Hotel / Motel,8/22/2022 5:00,0,201 8TH AVE S,NASHVILLE,TN,UNIT HOTEL UNIT 8TH & DEMONBREUN HOTEL & GARAGE,arman tolentino,CACR,CAF14R102,o conduct renovations to lobby area bar/lounge for JW marriott. no change to footprint.  arman tolentino,19,-86.78089781,36.15651867,1575,37203,-9660405.355,4322179.527,Building Commercial Rehab
T2022056907,Building Commercial - Addition,"Multifamily, Condominium 3&4 Unit Bldg",8/22/2022 5:00,0,218 3RD AVE N 400,NASHVILLE,TN,UNIT 4 218 BUILDING LOFTS,Derek Leigh,CACA,CAA03R298,"Build out 3524 SF of the fourth floor and construct a 5th floor addition to combine and create a larger single family loft unit. POC: Derek Leigh, 615-519-1298.",19,-86.77799571,36.16495052,1579,37201,-9660082.295,4323342.111,Building Commercial Addition
T2022056932,Building Commercial - Rehab,"Commercial Amusement (In), Other",8/22/2022 5:00,0,433 OPRY MILLS DR,NASHVILLE,TN,LOT 1 GAYLORD ENTERTAINMENT CO.SUB. REV 1,ellie alikhani,CACR,CAL03A999,to conduct interior renovations to ste. 441A for The Escape game. no change to footprint  ellie alikhani,15,-86.69293756,36.20193615,1580,37214,-9650613.665,4328443.169,Building Commercial Rehab
T2022056963,Building Commercial - New,Automobile Parking - Surface Lot,8/22/2022 5:00,0,1711 JO JOHNSTON AVE,NASHVILLE,TN,LOT 46 J R HUDSON PLAN,chandler walker,CACN,CAF03Z000,to construct 81 space surface parking lot for MLK high school.,19,-86.80082457,36.16076638,1582,37203,-9662623.592,4322765.186,Building Commercial New
T2022057101,Building Commercial - Rehab,Restaurant (Full Service),8/23/2022 5:00,0,337 GALLATIN PIKE,MADISON,TN,W SIDE GALLATIN PIKE S OF WILLIAMS AVE,rogelio cardona,CACR,CAF19A203,to conduct interior renovations to existing space for deli cocina latina. no change to footprint.,9,-86.7114955,36.26527066,1590,37115,-9652679.525,4337183.865,Building Commercial Rehab
T2022057112,Building Commercial - Rehab,"General Office, Professional Services",8/23/2022 5:00,175000,85 CUDE LN,MADISON,TN,LOT 1 BURR & BETHEA,austin bentley,CACR,CAD02B016,to conduct renovations to 8431SF of existing space for shark ninja. no change to footprint.  Austin bentley,10,-86.69537113,36.29913112,1591,37115,-9650884.568,4341859.802,Building Commercial Rehab
T2022057119,Building Commercial - Rehab,Restaurant (Full Service),8/23/2022 5:00,0,360 ELYSIAN FIELDS CT,NASHVILLE,TN,LOT 1 RESUB LOT 3 ELYSIAN CENTER SECTION 2,hazim sadiq,CACR,CAF19A203,to conduct renovations to 4662SF of existing building for reebar restaurant. 46 required parking spaces,30,-86.72858439,36.08684811,1592,37211,-9654581.852,4312578.128,Building Commercial Rehab
T2021070087,Building Commercial - Rehab,"General Office, Professional Services",11/2/2021 5:00,0,185 2ND AVE N,NASHVILLE,TN,PT LOTS 27 & 28 ORIGINAL TOWN OF NASHVILLE & PT CL ALLEY,rick smith,CACR,CAD02B016,"to remove and relocate emergency generator. no change to footprint.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",19,-86.7769226,36.16405195,1610,37201,-9659962.836,4323218.21,Building Commercial Rehab
T2021070261,Building Commercial - New,Restaurant (Take Out),11/2/2021 5:00,5000,3010 NOLENSVILLE PIKE,NASHVILLE,TN,LOTS 1&2 J. W. PROPERTIES,CLAUDIA Astudillo,CACN,CAF31A203,"Locate a food truck, Crazy Gordita. Minimum 15' street setback. POC: CLAUDIA Astudillo, 615-971-5216.",16,-86.74293935,36.10717783,1617,37211,-9656179.838,4315378.915,Building Commercial New
T2021070605,Building Commercial - Rehab,"Multifamily, Tri-Plex, Quad, Apartments",11/3/2021 5:00,0,821 MURFREESBORO PIKE,NASHVILLE,TN,LOT 1 NARANJI V. PATEL ETUX SUB,sanjay patel,CACR,CAA03R398,"to conduct interior renovations to convert existing super 8 hotel to apartment units. no change to footprint.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",16,-86.72422716,36.13416003,1622,37217,-9654096.807,4319097.323,Building Commercial Rehab
T2021071551,Building Commercial - New,Restaurant (Take Out),11/8/2021 6:00,25000,3600 OLD HICKORY BLVD,OLD HICKORY,TN,LOT 1 THE CARL MINCHEY PROPERTY,SELF CONTRACTOR COMMERCIAL (SEE APPLICANT INFORMATION),CACN,CAF31A203,"Locate a 7' x 16' food truck. POC: Paulina Jauregur, 615-506-7082.",11,-86.63312831,36.24163816,1667,37138,-9643955.729,4333921.553,Building Commercial New
T2021072018,Building Commercial - Rehab,"Retail, Department / Retail Stores",11/9/2021 6:00,2000,4724 LEBANON PIKE,HERMITAGE,TN,OUT-PARCEL 1 & PT LOT 1 OAKWOOD COMMONS,autumn smith,CACR,CAF20M001,to use existing space for temporary shoe sale between 11-18-21 and 11-28-21. no construction this permit.,11,-86.59189581,36.21579802,1673,37076,-9639365.748,4330355.619,Building Commercial Rehab
T2021072536,Building Commercial - New,"Retail, Department / Retail Stores",11/10/2021 6:00,603264,2318 MURFREESBORO PIKE,NASHVILLE,TN,LOT 3 NASHBORO SQUARE RESUB LOT 3,BAILEY WHITE,CACN,CAF20M001,"To construct a new 4,800 sf one story building including interior buildout for retail use.  POC BAILEY WHITE",29,-86.64642708,36.08540097,1685,37217,-9645436.142,4312378.786,Building Commercial New
T2021073436,Building Commercial - New,"Leasing / Sales Office, Other",11/15/2021 6:00,0,3411 BELMONT BLVD,NASHVILLE,TN,PT LOTS 6 &  29 NOELS WATKINS GROVE,SKANSKA USA BUILDING INC,CACN,CAD03B000,Construction trailer for proposed office building.  POC Sam Till 423-767-0950,25,-86.80040766,36.11370026,1694,37215,-9662577.181,4316277.652,Building Commercial New
T2021073755,Building Commercial - Rehab,Restaurant (Full Service),11/16/2021 6:00,0,2120 GREEN HILLS VILLAGE DR,NASHVILLE,TN,W/S HILLSBORO PK. & N/S ABBOTT MARTIN RD.,JUSTIN CRANDALL,CACR,CAF19A203,"o remodel 1120 SF of commercial space, previously Juice Bar, into new 2 Pickles Café  POC JUSTIN CRANDALL",25,-86.81335201,36.10860076,1697,37215,-9664018.14,4315574.977,Building Commercial Rehab
T2021074106,Building Commercial - Rehab,"Commercial Amusement (In), Other",11/17/2021 6:00,25000,2407 DICKERSON PIKE,NASHVILLE,TN,LOT A J B HAYNIES ORIENTAL PLAN,marco teasley,CACR,CAL03A999,To conduct interior renovations for new tenant: XCLUSIVE EVENT CENTER (Commercial Amusement). No change to exterior roof/building lines or footprint.  POC: Marco Teasley 615-397-6758  BB POC XCLUSIVE EVENT,5,-86.76603904,36.20944207,1702,37207,-9658751.284,4329478.679,Building Commercial Rehab
T2021074108,Building Commercial - Addition,"Retail, Department / Retail Stores",11/17/2021 6:00,2250000,1525 J P HENNESSY DR,LAVERGNE,TN,LOT 211 INTERCHANGE CITY INDUSTRIAL PARK LOTS 1 & 211,DAVID CURTZE,CACA,CAF20M001,"Renovation and Expansion to existing facility.  Two additions.  An 11,000 sf Shop to the North and a 2,988 SF Parts addition to the West.  Interior rest room update and reconfigured. Paint, new floors, new lighting.  Add new conference room inside existing space and office space.  POC DAVID CRUTZE, 615-390-5258.",32,-86.60672222,36.01255817,1703,37086,-9641016.217,4302349.495,Building Commercial Addition
T2021074311,Building Commercial - New,"Multifamily, Townhome",11/18/2021 6:00,2015,1057 A E TRINITY LN,NASHVILLE,TN,UNIT 1057A HOMES AT 1057 E TRINITY LANE,ART BUILDING INC,CACN,CAA03R301,"The parent parcel number is 072063S90000CO, is zone code MUL-A, contains 7,235 Sq. Ft.. this permit is to construct Unit A of proposed horizontal property line regime with 2,015 Square Feet of living area, 380 SF attached garage and a 29 SF front covered porch. 5’ min. front s/b, 5’ min. side s/b and 20’ min rear s/b, must comply with tree regulations one new 2” tree for every 30’ of road frontage, for every 50’ of site frontage, a 24”x36” sign must be placed in English and Spanish with information in regards to metro council 2017-835. Must comply with metro council bills 2014-725 and 2014-770. max allowed height is 45' three floors max. min required distance between structures is 6' min with no bump outs.",5,-86.74137393,36.20409998,1705,37216,-9656005.577,4328741.679,Building Commercial New
T2021074526,Building Commercial - New,"Multifamily, Townhome",11/18/2021 6:00,0,1057 B E TRINITY LN,NASHVILLE,TN,UNIT 1057B HOMES AT 1057 E TRINITY LANE,ART BUILDING INC,CACN,CAA03R301,"The parent parcel number is 072063S90000CO, is zone code MUL-A, contains 7,235 Sq. Ft.. this permit is to construct Unit b of proposed horizontal property line regime with 2015 Square Feet of living area, 373 SF attached garage and a 29 SF front covered porch. 5’ min. front s/b, 5’ min. side s/b and 20’ min rear s/b, must comply with tree regulations one new 2” tree for every 30’ of road frontage, for every 50’ of site frontage, a 24”x36” sign must be placed in English and Spanish with information in regards to metro council 2017-835. Must comply with metro council bills 2014-725 and 2014-770. max allowed height is 45' three floors max. min required distance between structures is 6' min with no bump outs.",5,-86.74134498,36.20427567,1714,37216,-9656002.354,4328765.917,Building Commercial New
T2021074527,Building Commercial - New,"Multifamily, Townhome",11/18/2021 6:00,2015,1057 C E TRINITY LN,NASHVILLE,TN,UNIT 1057C HOMES AT 1057 E TRINITY LANE,ART BUILDING INC,CACN,CAA03R301,"The parent parcel number is 072063S90000CO, is zone code MUL-A, contains 7,235 Sq. Ft.. this permit is to construct Unit C of proposed horizontal property line regime with 2015 Square Feet of living area, 373 SF attached garage and a 29 SF front covered porch. 5’ min. front s/b, 5’ min. side s/b and 20’ min rear s/b, must comply with tree regulations one new 2” tree for every 30’ of road frontage, for every 50’ of site frontage, a 24”x36” sign must be placed in English and Spanish with information in regards to metro council 2017-835. Must comply with metro council bills 2014-725 and 2014-770. max allowed height is 45' three floors max. min required distance between structures is 6' min with no bump outs.",5,-86.74140506,36.20428197,1715,37216,-9656009.042,4328766.786,Building Commercial New
T2021074620,Building Commercial - Addition,"Personal Care Svcs,  Fitness Studio",11/19/2021 6:00,0,4117 GALLATIN PIKE 105,NASHVILLE,TN,UNIT SUITE 2 INGLEWOOD PROFESSIONAL PARK,SHELBY JUNKINS,CACA,CAF18B011,"TENANT BUILD OUT OF APPROX. 1,336 SQ FT. BETH MONCEL STUDIOS   POC SHELBY JUNKINS",7,-86.72657669,36.22324443,1716,37216,-9654358.355,4331383.101,Building Commercial Addition
T2021075278,Building Commercial - New,Restaurant (Full Service),11/23/2021 6:00,927632,17 WHITE BRIDGE PIKE,NASHVILLE,TN,PT LOT 1 POST SQUARE SHOPPING CENTER RESUB OF LOTS 1 & 2,JUSTIN CRANDALL,CACN,CAF19A203,"to build a new 6289 SF restaurant for chuys. 50 required parking spaces.  POC JUSTIN CRANDALL  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",20,-86.85281226,36.12785995,1726,37205,-9668410.835,4318228.996,Building Commercial New
T2021075364,Building Commercial - Rehab,"Warehouse, Storage S-1",11/23/2021 6:00,0,33 AIRWAYS BLVD,NASHVILLE,TN,PT OF LOT 3 METROPOLITAN NASHVILLE AIRPORT AUTHORITY,ray guasco,CACR,CAH10S001,"to conduct interior renovations to install a conveyor system for Fedex. no change to footprint.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",13,-86.68760997,36.12808613,1728,37217,-9650020.6,4318260.169,Building Commercial Rehab
T2021075922,Building Commercial - Addition,"Retail, Department / Retail Stores",11/29/2021 6:00,0,4028 CLARKSVILLE PIKE,NASHVILLE,TN,PT TRACT 9 FAIRVIEW SUB,Ronald Mosley 615-533-3383,CACA,CAF20M001,Planning to review UDO prior to zoning and site plan reviews. Plans must be submitted electronically via ePlans system for Review.  To construct 64 ft x 25 ft (1600 sf) addition to rear of building for equipment and inventory.  Ability to self permit as property owner to be determined once Plans Reviewer has calculated cost of construction.    POC: Ronald Mosley 615-533-3383,1,-86.83805506,36.21352726,1743,37218,-9666768.071,4330042.311,Building Commercial Addition
T2021075925,Building Commercial - Rehab,"Radio/Tv Studio, Tv&Radio Statn(No Aud)",11/29/2021 6:00,0,11 WILLOW ST,NASHVILLE,TN,LOTS 61 62 63 & PT LT 64 PAGEOT PLAN FAIRFIELD,EVAN BROOKS,CACR,CAG06B017,"White box build out for occupancy for suites 2, 3, and 4 of existing shell building. Scope to include film studios, greenroom, and storage. Existing shared restrooms.  POC EVAN BROOKS",15,-86.75543777,36.1547525,1744,37210,-9657571.156,4321936.024,Building Commercial Rehab
T2021076007,Building Commercial - Rehab,"General Office, Professional Services",11/29/2021 6:00,0,1710 WOODMONT BLVD,NASHVILLE,TN,LOTS 101&102 NOELS WATKINS GROVE,KIM DERAGON,CACR,CAD02B016,"Interior Demo only permit SQ FT 11,781 for Woodmont Bible Church.  POC KIM DERAGON",25,-86.80415676,36.11409585,1747,37215,-9662994.529,4316332.163,Building Commercial Rehab
T2021076212,Building Commercial - Rehab,"General Office, Professional Services",11/29/2021 6:00,44624,333 COMMERCE ST,NASHVILLE,TN,PT LOT 1 CAPITOL MALL REDEVELOPMENT PROJECT PLAN-1ST REV,rick smith,CACR,CAD02B016,"to conduct interior renovations to install new key card system. no change to footprint.    ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code* For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.*      …………………………………………………………………    CODE STAMPED PLANS ATTACHED IN CITYWORKS",19,-86.77712056,36.16249382,1751,37201,-9659984.873,4323003.368,Building Commercial Rehab
T2021076569,Building Commercial - Rehab,Assisted Care Living,11/30/2021 6:00,98000,2136 CLIFF DR,NASHVILLE,TN,"LOT 1 CAPITAL HILL HOMES, INC. SUBD.",JOSE NIETO,CACR,CAE10I001,"Interior improvements to an existing first floor common area in a senior home space.  Scope to include electrical work with new can light fixtures, wall sconces and new power outlets.  Plumbing work to include tapping into existing supply, waste and vent lines.  Mechanical work to include reusing of existing wall units and install of a new mini-split ductless unit system. Minor adjustments of sprinkler heads as required MATTER HEALTH  POC JOSE NIETO",2,-86.82556829,36.19635966,1757,37218,-9665378.05,4327673.905,Building Commercial Rehab
T2021077050,Building Commercial - Rehab,"Retail, Department / Retail Stores",12/2/2021 6:00,0,2126 ABBOTT MARTIN RD 153,NASHVILLE,TN,W/S HILLSBORO PK. & N/S ABBOTT MARTIN RD.,Kent Fahey,CACR,CAF20M001,"Rehab space #153, 3,259 SF for allbirds. POC: Kent Fahey, 832-654-7620.",25,-86.81591975,36.10748637,1766,37215,-9664303.979,4315421.428,Building Commercial Rehab
T2021077616,Building Commercial - Rehab,"Retail, Department / Retail Stores",12/3/2021 6:00,0,209 3RD AVE S,NASHVILLE,TN,"COMMERCIAL UNIT 2 ENCORE, A MASTER CONDOMINIUM",christain schmoll,CACR,CAF20M001,DTC & MDHA review/approval prior to permit issuance.  Interior Demo of existing space for future tenant build out sobro wine and spirits.   POC christain schmoll,19,-86.77446087,36.15900071,1777,37201,-9659688.798,4322521.738,Building Commercial Rehab
T2021078141,Building Commercial - Rehab,"General Office, Professional Services",12/7/2021 6:00,0,429 VERITAS ST,NASHVILLE,TN,"LOTS 332,334 1ST ADDN SUNRISE HGTS",Jeff Ley,CACR,CAD02B016,"to conduct interior renovations to 800Sf of existing portion of building to raise the floors and add kitchen and bathroom. no change to footprint.  ***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property.   For every 50 feet of site frontage, a double-sided sign 24” x 36” in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",16,-86.74196332,36.09765609,1785,37211,-9656071.187,4314067.033,Building Commercial Rehab
T2021078225,Building Commercial - Rehab,Automobile Parking - Structure,12/7/2021 6:00,45000,780 OLD HICKORY BLVD,BRENTWOOD,TN,PT OF LOT 4 BRENTWOOD ELKS CLUB,MORGAN SALSMAN,CACR,CAF03S002,"The Drive Up Expansion Scope consists of these components:    • Remove existing drive up stalls onsite and install approximately 22 striped “drive up” designated parking stalls with side loading areas and post/panel drive up signs at the head of each stall for new site location.   • Loading areas will reduce parking in these areas by 8 to 10 stalls typically.  • Install Target team member curb ramp, crosswalk and necessary stop control (as needed) for access to drive up parking area.  • Install pedestrian walkway between parking stalls for team member access to each stall.  • Install one additional 12’ height solar powered wayfinding beacons within drive up parking area (vertical illuminated red poles with “drive up” verbiage). One existing beacon will be protected and remain in place.  POC MORGAN SALSMAN, 615-744-0619.",26,-86.77876412,36.04285432,1786,37027,-9660167.834,4306519.664,Building Commercial Rehab
T2021078309,Building Commercial - Rehab,"Medical Office, Professional Services",12/7/2021 6:00,2300000,5815 A CHARLOTTE PIKE,NASHVILLE,TN,LOT 2 MR. GATTI'S CHARLOTTE PIKE DEV.,JORDYN PREVIN,CACR,CAE04B016,Interior renovation of existing space.  POC JORDYN PREVIN,20,-86.86239234,36.14889581,1790,37209,-9669477.284,4321128.595,Building Commercial Rehab
